,Zipcode,Beds,Number_Of_Reviews
16401,11106,1,0
16402,11205,1,0
16403,11206,2,4
16404,11211,1,0
16405,11249,1,0
16406,11215,1,10
16407,11215,3,8
16408,11215,2,16
16409,10002,1,5
16410,10026,1,37
16411,10460,1,1
16412,11205,2,0
16413,11225,1,0
16414,11226,2,1
16415,11205,2,57
16416,10019,2,35
16417,10022,1,0
16418,10028,1,1
16419,10075,1,22
16420,10463,1,0
16421,11206,1,0
16422,11211,1,2
16423,11211,1,0
16424,11211,1,6
16425,11211,1,0
16426,11215,4,15
16427,11215,2,4
16428,10002,1,11
16429,10014,1,13
16430,10024,1,0
16431,10026,1,0
16432,10033,1,0
16433,10462,1,0
16434,11206,3,15
16435,11211,5,5
16436,11211,3,24
16437,10012,3,63
16438,10023,1,17
16439,10024,1,12
16440,10012,2,12
16441,10012,3,30
16442,11105,2,5
16443,10451,1,0
16444,10026,1,4
16445,11213,2,6
16446,11206,3,5
16447,11215,1,1
16448,10003,1,8
16449,10013,1,13
16450,10013,2,7
16451,10014,1,1
16452,10014,1,1
16453,10016,1,1
16454,10016,1,61
16455,10016,1,69
16456,10021,2,3
16457,10040,2,3
16458,11206,1,14
16459,11221,1,1
16460,11238,1,3
16461,11238,1,0
16462,10030,1,5
16463,10031,1,0
16464,10032,1,4
16465,10030,1,3
16466,10030,1,0
16467,11215,2,35
16468,11216,1,4
16469,10002,1,12
16470,10010,1,3
16471,10011,2,3
16472,10011,1,0
16473,10013,1,17
16474,10023,1,3
16475,10128,1,23
16476,11211,1,2
16477,11226,1,0
16478,11206,1,0
16479,10002,1,1
16480,10025,1,2
16481,10026,1,11
16482,10458,1,4
16483,11249,1,14
16484,10003,1,2
16485,10005,2,27
16486,10014,2,0
16487,10016,1,2
16488,10021,1,2
16489,10025,2,18
16490,10027,1,10
16491,10036,2,0
16492,10038,1,0
16493,10040,2,0
16494,10128,1,37
16495,11105,3,6
16496,11103,3,28
16497,11211,1,7
16498,11215,1,0
16499,11216,1,5
16500,11216,1,8
16501,10036,1,0
16502,11237,2,13
16503,11208,3,71
16504,11211,1,3
16505,11211,2,23
16506,11211,1,2
16507,11213,2,8
16508,11231,2,6
16509,11237,2,0
16510,11211,1,13
16511,10014,1,28
16512,10024,2,1
16513,10025,1,4
16514,10026,1,0
16515,10037,2,2
16516,10025,1,0
16517,11418,1,1
16518,11418,1,42
16519,11211,2,1
16520,11219,1,0
16521,11221,2,3
16522,11231,1,11
16523,11237,1,4
16524,11385,1,0
16525,11221,1,0
16526,10016,1,0
16527,11205,2,15
16528,10002,1,13
16529,10003,1,3
16530,10003,1,0
16531,10010,1,3
16532,10016,1,8
16533,10023,1,0
16534,10044,1,0
16535,11211,1,0
16536,11211,1,0
16537,11215,1,24
16538,11216,2,3
16539,11237,1,1
16540,11238,1,0
16541,11249,2,16
16542,10013,1,0
16543,10013,1,3
16544,10035,1,29
16545,10035,1,9
16546,10306,1,0
16547,10044,1,0
16548,11205,1,2
16549,11215,1,0
16550,11225,1,4
16551,11237,2,2
16552,10014,2,4
16553,10025,1,29
16554,10029,3,34
16555,10031,1,62
16556,10031,1,45
16557,10031,1,44
16558,10031,1,30
16559,10065,1,0
16560,10075,1,46
16561,11412,1,27
16562,10458,1,33
16563,10003,1,0
16564,10018,1,2
16565,10019,1,64
16566,10019,1,1
16567,10019,2,27
16568,10029,1,9
16569,11105,1,4
16570,11209,2,0
16571,11211,1,2
16572,10009,2,6
16573,10025,2,5
16574,10026,1,12
16575,10036,2,48
16576,10128,1,1
16577,11103,2,5
16578,11377,2,21
16579,11221,1,0
16580,10002,1,45
16581,10005,1,1
16582,10023,2,24
16583,10039,1,2
16584,10001,1,0
16585,11103,1,21
16586,11103,1,11
16587,10036,1,32
16588,11215,1,0
16589,11222,1,5
16590,11238,4,15
16591,11238,2,2
16592,10002,3,40
16593,10003,2,7
16594,10013,4,0
16595,10017,3,8
16596,10019,2,14
16597,10038,3,0
16598,10040,1,3
16599,10128,2,1
16600,10012,1,2
16601,10013,2,1
16602,10017,2,17
16603,10040,1,7
16604,10314,2,22
16605,11211,1,1
16606,11225,1,8
16607,11231,2,10
16608,11249,2,27
16609,11213,1,11
16610,11237,1,15
16611,11237,1,46
16612,10011,2,2
16613,10012,2,5
16614,10014,2,0
16615,10014,1,0
16616,10029,1,5
16617,10030,2,0
16618,10035,2,48
16619,11205,1,7
16620,11221,1,12
16621,11249,1,10
16622,10031,1,27
16623,10038,1,2
16624,11213,2,30
16625,11221,1,22
16626,11237,1,0
16627,11237,3,0
16628,10001,3,4
16629,10009,1,4
16630,10010,2,9
16631,10013,3,1
16632,10014,1,9
16633,10016,1,44
16634,10027,1,0
16635,10032,3,1
16636,10128,3,65
16637,11206,2,0
16638,10027,1,29
16639,11106,1,0
16640,11385,2,34
16641,11222,1,10
16642,10013,1,5
16643,10013,1,29
16644,10013,2,21
16645,11205,1,24
16646,11378,2,16
16647,11106,1,15
16648,11222,2,11
16649,10010,1,13
16650,10012,1,17
16651,10014,4,25
16652,10016,1,5
16653,10029,1,23
16654,10029,4,12
16655,11211,1,1
16656,11220,1,0
16657,11220,1,0
16658,11221,1,0
16659,11232,2,25
16660,11220,2,2
16661,10001,1,2
16662,10014,1,5
16663,10025,2,5
16664,10029,2,8
16665,10039,1,2
16666,11211,2,22
16667,11213,2,0
16668,11213,8,3
16669,11233,1,0
16670,11213,6,6
16671,10003,1,14
16672,10024,4,0
16673,10128,2,1
16674,11372,1,0
16675,11207,1,1
16676,11211,1,18
16677,11211,1,24
16678,11213,2,17
16679,11213,1,26
16680,11225,1,18
16681,11238,1,2
16682,11213,1,35
16683,11213,3,30
16684,10029,1,62
16685,10035,1,8
16686,10035,1,1
16687,11103,1,0
16688,11211,3,13
16689,11226,1,5
16690,10012,2,2
16691,10025,2,0
16692,10027,2,1
16693,10028,1,4
16694,11201,1,10
16695,11249,1,0
16696,10001,1,6
16697,10012,1,5
16698,10023,1,21
16699,11217,2,3
16700,11206,1,2
16701,10009,1,15
16702,10009,1,27
16703,10036,3,10
16704,11237,2,7
16705,11435,1,0
16706,11218,1,0
16707,10009,1,1
16708,10032,1,0
16709,10036,1,9
16710,11206,1,3
16711,11216,2,3
16712,11222,2,5
16713,11230,1,2
16714,10002,2,1
16715,10003,2,1
16716,10011,2,25
16717,10012,1,10
16718,10024,1,12
16719,10025,1,0
16720,10029,1,0
16721,10128,1,25
16722,11104,1,2
16723,11211,1,1
16724,11222,1,27
16725,11238,1,0
16726,10003,1,0
16727,10027,1,3
16728,11205,3,61
16729,11206,1,5
16730,11215,1,0
16731,11226,1,4
16732,10003,1,5
16733,10005,1,20
16734,10009,1,2
16735,10012,2,3
16736,10014,1,0
16737,10023,1,3
16738,10075,1,0
16739,11237,1,24
16740,11385,2,58
16741,11206,1,59
16742,11230,1,2
16743,10010,2,2
16744,10023,1,14
16745,10034,1,27
16746,10034,1,28
16747,10065,1,9
16748,11237,1,2
16749,11205,2,29
16750,11211,1,3
16751,11211,2,30
16752,11217,3,0
16753,11217,3,0
16754,11231,1,16
16755,11233,4,0
16756,11207,4,47
16757,11238,1,1
16758,10002,2,0
16759,10002,1,0
16760,10003,1,0
16761,10009,1,11
16762,10011,2,3
16763,10012,3,11
16764,10014,1,33
16765,10014,1,3
16766,10016,2,0
16767,10016,2,0
16768,10016,2,0
16769,10016,2,1
16770,10019,1,1
16771,10024,2,3
16772,10029,3,14
16773,10038,1,10
16774,10038,2,1
16775,11207,1,6
16776,11207,1,2
16777,11211,1,1
16778,11217,1,0
16779,11218,1,0
16780,11223,1,1
16781,11220,1,12
16782,11220,1,30
16783,11220,1,20
16784,11220,1,15
16785,11220,1,19
16786,11220,1,11
16787,11220,1,16
16788,11220,1,6
16789,11220,1,1
16790,11220,2,3
16791,10002,1,4
16792,10011,1,1
16793,10016,1,1
16794,10031,1,6
16795,10031,1,2
16796,11102,1,1
16797,11436,2,0
16798,11206,4,52
16799,11216,1,3
16800,11222,3,4
16801,11224,16,0
16802,10002,2,6
16803,10003,1,0
16804,10003,1,0
16805,10009,2,14
16806,10011,1,6
16807,10024,1,4
16808,10025,1,16
16809,10128,1,0
16810,10012,1,1
16811,11216,1,2
16812,11237,1,0
16813,11221,1,26
16814,11221,2,13
16815,10011,1,2
16816,11102,1,0
16817,11226,1,0
16818,11211,2,0
16819,11211,1,3
16820,10002,1,17
16821,10003,2,0
16822,10012,2,1
16823,10025,1,10
16824,10025,1,10
16825,10027,1,2
16826,10031,3,6
16827,11101,1,1
16828,11206,2,4
16829,11211,1,1
16830,11211,1,22
16831,11217,1,5
16832,11222,1,1
16833,10002,1,24
16834,10004,1,26
16835,10009,1,9
16836,10009,1,18
16837,10012,1,4
16838,10033,1,3
16839,11103,1,14
16840,11211,2,0
16841,11211,2,44
16842,11221,2,19
16843,10002,2,1
16844,10005,4,0
16845,10005,6,0
16846,10005,6,1
16847,10011,1,0
16848,10011,2,0
16849,10012,1,3
16850,10012,1,31
16851,10014,2,5
16852,10014,1,2
16853,10024,2,1
16854,10025,2,4
16855,10036,2,8
16856,10036,1,2
16857,10038,1,2
16858,10011,4,0
16859,11225,1,6
16860,10009,1,33
16861,10027,1,0
16862,11103,1,0
16863,11373,1,0
16864,11105,1,0
16865,11216,1,4
16866,11218,2,3
16867,10003,1,0
16868,10013,1,1
16869,10029,2,19
16870,10039,1,14
16871,10075,1,15
16872,11106,3,61
16873,11205,1,7
16874,11215,1,29
16875,11225,1,60
16876,10012,1,0
16877,11216,1,13
16878,11238,3,4
16879,10003,1,5
16880,10011,1,4
16881,10012,1,3
16882,10016,2,4
16883,10019,2,11
16884,10019,3,2
16885,10025,6,2
16886,11237,1,0
16887,11221,2,14
16888,11221,5,0
16889,10011,1,11
16890,10012,1,14
16891,10016,1,5
16892,10025,1,0
16893,10025,2,15
16894,10025,2,2
16895,10028,2,6
16896,10028,1,4
16897,10031,1,13
16898,11103,1,2
16899,11105,2,10
16900,11372,1,9
16901,11206,1,12
16902,11237,1,0
16903,11372,1,2
16904,11211,3,29
16905,11211,4,58
16906,11211,1,5
16907,11215,1,14
16908,11249,1,0
16909,10002,1,2
16910,10002,3,0
16911,10002,1,26
16912,10009,2,3
16913,10012,1,0
16914,10012,2,2
16915,10014,1,1
16916,10014,1,8
16917,10016,1,7
16918,10016,1,13
16919,10016,1,0
16920,10022,1,0
16921,10022,1,5
16922,10025,2,3
16923,10026,1,8
16924,10035,2,3
16925,10038,1,0
16926,10075,1,30
16927,10075,1,21
16928,11226,1,6
16929,10003,1,12
16930,10009,1,3
16931,10016,1,11
16932,10026,1,12
16933,10035,1,3
16934,11102,1,4
16935,11222,1,0
16936,11211,1,3
16937,11218,1,2
16938,11237,2,0
16939,11249,1,0
16940,10001,2,6
16941,10002,2,7
16942,10002,4,2
16943,10003,1,2
16944,10009,1,19
16945,10009,2,3
16946,10010,2,0
16947,10011,2,11
16948,10012,2,6
16949,10014,1,0
16950,10016,2,0
16951,10021,2,11
16952,10025,4,2
16953,10028,2,0
16954,10035,3,0
16955,11206,1,0
16956,11217,1,3
16957,11222,1,0
16958,11237,1,0
16959,11216,1,0
16960,10009,1,4
16961,10016,1,0
16962,10032,2,8
16963,10035,1,0
16964,10037,1,0
16965,11201,1,1
16966,11221,1,0
16967,11222,1,3
16968,11226,4,2
16969,11230,3,1
16970,11230,1,0
16971,11249,2,1
16972,10001,2,27
16973,10002,1,0
16974,10003,1,6
16975,10003,1,2
16976,10005,1,0
16977,10011,1,12
16978,10011,1,1
16979,10017,1,21
16980,10019,1,0
16981,10026,3,3
16982,10069,1,0
16983,11385,3,1
16984,11356,6,0
16985,11216,1,0
16986,11216,1,2
16987,11216,1,0
16988,11216,1,0
16989,10003,1,6
16990,10009,1,1
16991,10012,1,7
16992,10012,1,4
16993,10016,1,0
16994,11368,2,0
16995,11206,1,3
16996,11221,1,0
16997,10003,1,0
16998,10011,1,35
16999,10014,3,9
17000,10019,1,38
17001,10027,3,2
17002,10028,1,6
17003,10036,2,4
17004,11106,1,0
17005,11205,1,0
17006,11206,1,1
17007,11237,1,0
17008,11215,2,1
17009,10009,1,6
17010,10009,1,2
17011,10022,1,0
17012,10030,1,0
17013,10019,2,0
17014,11216,1,4
17015,11231,2,1
17016,11237,1,41
17017,10019,6,58
17018,10065,1,0
17019,11211,1,0
17020,10031,1,9
17021,10039,1,0
17022,11105,1,8
17023,11385,2,22
17024,10002,1,3
17025,10003,2,0
17026,10011,2,17
17027,10011,1,0
17028,10016,2,14
17029,10023,1,0
17030,10023,2,12
17031,10023,1,6
17032,10027,1,8
17033,10027,1,1
17034,10036,1,0
17035,11105,2,1
17036,11385,2,1
17037,10009,2,2
17038,10024,1,4
17039,10027,1,13
17040,10034,1,28
17041,11206,3,1
17042,11211,2,0
17043,11221,7,3
17044,11221,7,63
17045,10009,1,12
17046,10009,2,1
17047,10011,2,4
17048,10011,1,0
17049,10012,2,7
17050,10013,1,0
17051,10016,1,30
17052,10025,2,14
17053,10036,3,9
17054,10280,1,0
17055,11104,1,2
17056,11205,1,1
17057,11206,1,1
17058,11211,1,3
17059,11229,1,0
17060,10128,1,1
17061,10011,2,12
17062,10011,3,9
17063,10011,1,3
17064,10011,1,14
17065,10011,1,3
17066,10011,2,16
17067,10011,1,0
17068,10011,1,0
17069,10011,2,13
17070,10011,2,11
17071,11358,3,0
17072,11213,1,0
17073,11215,1,14
17074,11216,2,1
17075,11237,2,1
17076,10002,1,2
17077,10009,4,13
17078,10012,1,0
17079,10013,1,0
17080,10014,1,18
17081,10019,1,5
17082,10025,2,5
17083,10026,2,6
17084,10028,1,3
17085,10031,3,13
17086,10035,1,7
17087,10036,6,7
17088,10036,3,26
17089,10036,3,19
17090,11233,1,6
17091,11233,1,9
17092,11237,1,0
17093,11238,1,7
17094,10032,1,4
17095,10032,1,8
17096,10032,1,6
17097,10032,1,6
17098,10032,1,0
17099,10032,1,8
17100,10301,1,2
17101,10301,1,0
17102,10304,1,0
17103,11201,1,1
17104,11211,1,6
17105,11249,1,10
17106,11222,2,7
17107,10009,1,28
17108,10009,1,2
17109,10009,1,5
17110,10011,1,1
17111,10014,1,0
17112,10017,1,0
17113,10027,1,0
17114,10028,1,3
17115,11693,4,4
17116,11206,1,0
17117,11225,1,2
17118,11205,1,1
17119,10016,1,0
17120,10025,1,0
17121,11104,1,9
17122,11104,1,0
17123,11429,1,7
17124,11429,1,16
17125,11201,1,3
17126,11213,2,11
17127,10001,1,24
17128,10001,1,4
17129,10002,1,13
17130,10011,1,10
17131,10013,2,69
17132,10023,1,1
17133,10025,3,0
17134,10027,1,0
17135,11104,1,17
17136,10021,1,50
17137,10021,1,8
17138,10021,1,0
17139,10036,1,0
17140,11211,2,3
17141,11238,1,6
17142,11215,2,2
17143,10001,1,2
17144,10023,1,3
17145,10028,1,11
17146,10031,1,0
17147,10037,2,0
17148,11417,1,23
17149,11105,1,1
17150,11226,2,4
17151,10019,1,2
17152,11104,1,1
17153,11211,2,2
17154,10016,2,0
17155,10019,1,0
17156,10023,1,0
17157,10075,1,4
17158,11231,1,0
17159,10011,1,64
17160,10012,1,1
17161,10036,1,10
17162,10036,1,31
17163,11205,1,37
17164,10025,2,2
17165,10030,1,1
17166,10031,1,9
17167,11385,1,0
17168,10002,1,0
17169,10012,2,3
17170,10014,1,5
17171,10017,2,41
17172,10028,2,2
17173,11211,1,3
17174,11211,1,1
17175,10031,1,3
17176,10031,1,0
17177,10031,1,0
17178,11238,5,16
17179,10009,1,3
17180,10012,1,28
17181,10012,2,5
17182,10012,1,3
17183,10012,2,6
17184,10012,2,3
17185,10014,1,0
17186,10022,2,9
17187,10037,2,0
17188,10306,3,1
17189,10306,3,0
17190,10306,2,0
17191,10306,3,0
17192,10306,5,5
17193,11206,1,0
17194,11216,1,2
17195,11216,1,2
17196,10002,1,0
17197,10031,1,14
17198,10031,1,2
17199,10040,1,0
17200,10306,1,0
17201,10306,2,1
17202,10021,1,10
17203,10010,1,3
17204,10032,1,50
17205,10456,1,0
17206,10024,1,22
17207,11205,1,33
17208,10003,1,14
17209,10003,2,2
17210,10011,1,51
17211,10029,2,0
17212,10030,2,88
17213,10128,3,3
17214,10065,1,2
17215,11206,1,1
17216,11209,1,13
17217,11211,1,0
17218,10003,1,22
17219,10012,1,10
17220,10034,1,2
17221,11233,3,0
17222,10003,1,1
17223,10011,2,3
17224,10018,4,13
17225,10019,3,46
17226,10023,3,1
17227,10025,2,2
17228,10040,1,6
17229,10065,2,0
17230,10128,1,0
17231,11211,1,1
17232,11220,1,0
17233,11206,1,0
17234,10023,1,13
17235,10036,1,15
17236,11201,1,0
17237,11215,2,0
17238,10019,2,0
17239,10024,2,3
17240,10029,1,5
17241,11101,2,2
17242,11101,1,0
17243,10462,2,0
17244,11211,1,1
17245,11237,1,4
17246,11101,1,44
17247,11691,2,0
17248,11225,1,0
17249,11233,2,2
17250,11235,1,5
17251,11238,2,7
17252,10014,2,13
17253,10014,2,40
17254,10024,2,4
17255,10025,1,1
17256,10033,1,0
17257,10036,1,0
17258,10463,1,1
17259,11206,1,55
17260,11206,2,40
17261,11206,1,57
17262,10009,1,0
17263,10019,1,0
17264,10027,1,0
17265,10036,1,86
17266,11102,3,0
17267,11102,3,3
17268,11102,3,1
17269,11206,1,16
17270,11206,1,16
17271,11206,1,11
17272,11213,2,10
17273,11215,2,0
17274,11216,1,1
17275,11222,1,1
17276,10009,2,14
17277,10010,3,1
17278,10010,3,94
17279,10010,3,3
17280,10012,2,4
17281,10019,4,63
17282,10023,1,3
17283,10028,1,18
17284,10029,2,29
17285,11205,1,12
17286,11206,1,0
17287,11215,1,0
17288,11215,1,1
17289,11226,1,2
17290,10029,1,7
17291,10029,1,13
17292,10031,1,6
17293,10128,1,2
17294,10128,1,1
17295,11231,2,1
17296,11238,2,0
17297,11233,2,39
17298,10013,1,1
17299,10014,2,17
17300,10016,3,0
17301,10023,1,11
17302,10024,1,5
17303,10036,1,0
17304,11238,1,6
17305,10010,1,27
17306,10010,1,40
17307,10018,1,27
17308,10018,1,50
17309,10018,1,80
17310,10075,1,40
17311,10018,2,1
17312,11211,1,0
17313,10002,1,7
17314,10016,1,8
17315,10023,2,24
17316,10036,1,5
17317,10014,4,0
17318,10003,1,5
17319,10003,1,84
17320,10009,1,25
17321,10022,1,24
17322,10031,1,2
17323,10031,1,28
17324,10012,1,16
17325,10021,1,30
17326,10028,1,1
17327,11216,1,0
17328,11216,1,2
17329,11238,1,5
17330,10022,1,34
17331,10027,1,30
17332,11201,1,1
17333,11217,1,1
17334,11207,1,18
17335,10001,1,12
17336,10002,3,0
17337,10012,3,0
17338,10019,2,58
17339,10019,1,56
17340,10019,2,5
17341,10027,1,4
17342,10036,2,2
17343,10065,2,11
17344,11103,1,0
17345,11206,1,2
17346,11206,1,2
17347,11221,1,2
17348,11221,1,1
17349,11206,1,1
17350,10019,1,23
17351,11211,3,2
17352,11216,2,36
17353,11221,2,20
17354,11222,2,30
17355,11216,2,80
17356,10009,3,9
17357,10012,2,0
17358,10029,1,3
17359,10036,2,16
17360,11105,2,58
17361,11106,3,7
17362,11237,1,0
17363,11216,1,0
17364,10023,1,11
17365,10039,1,86
17366,10039,1,62
17367,11225,1,3
17368,11201,1,0
17369,11217,1,45
17370,10001,1,0
17371,10003,2,56
17372,10005,2,0
17373,10022,2,0
17374,10075,1,0
17375,11211,1,0
17376,11221,1,0
17377,11231,1,36
17378,11237,1,5
17379,11204,1,0
17380,10002,1,1
17381,11106,2,1
17382,11106,1,2
17383,11211,2,2
17384,11238,2,1
17385,11238,2,25
17386,11238,1,0
17387,10011,3,0
17388,10014,1,6
17389,10014,1,0
17390,10022,2,16
17391,10024,3,3
17392,10036,2,11
17393,10128,3,0
17394,10019,2,2
17395,10024,2,1
17396,10069,2,0
17397,11105,4,44
17398,11205,1,0
17399,11211,1,0
17400,11238,2,0
17401,11249,1,85
17402,11249,1,22
17403,11231,1,3
17404,10075,1,2
17405,11105,3,30
17406,11105,2,34
17407,11201,1,12
17408,11201,2,0
17409,11211,1,20
17410,11231,1,1
17411,11385,1,2
17412,10001,2,0
17413,10010,1,5
17414,10019,1,2
17415,10019,1,1
17416,10023,1,1
17417,10024,2,14
17418,10025,2,0
17419,10027,2,0
17420,11207,1,4
17421,11216,1,0
17422,11222,1,6
17423,11225,1,0
17424,11238,2,3
17425,11217,1,0
17426,11217,1,10
17427,11217,1,1
17428,11217,4,2
17429,10002,1,1
17430,10017,1,8
17431,10019,1,17
17432,10019,1,7
17433,10027,1,37
17434,10031,1,1
17435,11103,1,6
17436,11211,1,6
17437,11226,1,18
17438,11249,1,6
17439,11237,2,10
17440,10012,2,0
17441,10014,2,0
17442,10019,2,0
17443,10029,3,38
17444,10029,2,11
17445,10029,2,33
17446,10075,1,31
17447,10302,4,0
17448,10468,2,0
17449,11213,1,0
17450,11222,1,0
17451,10009,2,11
17452,10009,1,0
17453,10019,1,3
17454,10019,1,9
17455,10032,1,0
17456,10034,1,18
17457,11237,1,3
17458,11237,2,0
17459,11249,1,6
17460,10011,1,0
17461,10012,1,1
17462,10013,1,11
17463,10014,1,1
17464,10014,1,4
17465,10016,3,0
17466,10023,3,3
17467,10025,1,8
17468,10036,1,0
17469,10065,2,0
17470,10075,2,5
17471,11238,1,0
17472,11249,2,1
17473,10002,1,105
17474,10009,1,2
17475,10012,1,0
17476,10018,1,36
17477,10024,1,14
17478,10025,1,9
17479,10036,1,2
17480,11213,8,32
17481,10003,2,0
17482,10010,1,0
17483,10019,1,10
17484,10019,2,30
17485,10022,2,0
17486,10024,1,0
17487,10025,1,1
17488,10037,1,56
17489,10037,2,2
17490,11375,1,0
17491,10457,1,4
17492,10457,2,0
17493,11206,1,8
17494,11211,1,5
17495,11216,1,1
17496,11216,1,0
17497,11222,1,0
17498,10009,1,3
17499,10009,1,1
17500,10027,1,24
17501,10280,1,3
17502,11102,1,0
17503,11238,1,2
17504,11238,2,1
17505,11238,1,4
17506,10001,2,20
17507,10012,1,2
17508,10012,1,14
17509,10128,1,0
17510,10128,4,3
17511,11215,1,6
17512,11216,1,37
17513,11226,1,15
17514,11238,1,6
17515,11226,4,1
17516,11226,2,2
17517,10029,1,16
17518,10031,1,6
17519,10031,1,5
17520,10031,1,36
17521,11204,2,3
17522,11204,4,5
17523,11225,1,16
17524,10012,1,3
17525,10016,3,1
17526,10018,1,0
17527,10128,2,6
17528,11204,1,0
17529,11204,1,2
17530,11204,2,0
17531,11204,1,0
17532,11218,1,0
17533,11225,1,0
17534,11230,2,0
17535,11230,1,0
17536,10032,1,50
17537,10032,1,2
17538,10037,2,1
17539,10463,1,0
17540,11385,1,0
17541,11378,1,0
17542,11215,1,1
17543,11216,1,4
17544,11221,2,15
17545,10016,2,0
17546,10021,2,0
17547,10023,1,1
17548,10025,2,3
17549,11233,1,4
17550,11221,1,8
17551,10002,1,0
17552,10019,1,0
17553,10031,2,1
17554,10031,1,1
17555,10031,1,0
17556,10031,1,0
17557,10031,1,2
17558,10031,1,4
17559,10032,1,1
17560,10032,1,0
17561,10025,1,0
17562,11101,1,2
17563,11415,2,10
17564,11205,1,5
17565,11211,1,0
17566,11238,3,14
17567,11238,6,0
17568,11238,5,26
17569,10003,1,0
17570,10003,2,0
17571,10011,1,0
17572,10019,2,45
17573,10021,1,38
17574,10022,1,2
17575,10023,2,17
17576,10025,4,1
17577,10280,1,4
17578,10065,2,6
17579,11101,4,0
17580,11206,1,5
17581,11206,1,0
17582,11213,1,4
17583,11216,2,0
17584,11216,1,1
17585,11222,1,5
17586,11209,1,1
17587,10002,1,1
17588,10009,1,10
17589,10012,1,2
17590,10013,1,0
17591,10013,1,0
17592,10031,1,0
17593,11377,1,0
17594,10305,1,0
17595,11377,1,1
17596,11217,3,14
17597,11221,3,36
17598,10004,1,0
17599,10009,1,0
17600,10016,2,0
17601,10018,2,1
17602,10024,3,21
17603,10037,3,10
17604,11206,1,0
17605,10024,1,5
17606,10038,1,9
17607,11201,1,0
17608,11213,1,57
17609,11213,2,4
17610,11215,1,0
17611,11238,1,52
17612,10002,1,8
17613,10002,1,4
17614,10002,3,0
17615,10010,1,0
17616,10013,3,31
17617,10016,1,0
17618,10016,4,0
17619,10038,1,13
17620,10303,3,4
17621,10468,2,7
17622,11216,1,1
17623,11225,1,10
17624,11249,1,5
17625,10011,1,2
17626,10013,1,0
17627,10017,1,9
17628,11218,1,0
17629,11218,1,1
17630,11237,1,7
17631,11249,2,0
17632,11226,5,5
17633,10010,2,0
17634,10019,1,0
17635,10024,3,0
17636,10025,2,2
17637,10036,1,4
17638,11104,1,0
17639,11106,1,0
17640,11106,1,17
17641,11205,1,0
17642,11206,1,14
17643,11216,1,1
17644,11104,1,0
17645,11106,1,26
17646,11216,3,1
17647,11221,1,1
17648,10003,1,1
17649,10003,2,25
17650,10003,2,28
17651,10016,2,0
17652,10024,1,2
17653,10024,2,5
17654,11203,1,0
17655,11204,1,31
17656,11204,2,1
17657,11221,1,0
17658,11233,1,1
17659,11237,2,44
17660,11237,1,2
17661,11224,1,1
17662,11237,1,10
17663,11237,1,9
17664,11211,1,0
17665,10023,1,10
17666,10005,2,0
17667,11215,2,22
17668,11215,5,11
17669,11231,3,0
17670,11238,1,9
17671,10003,1,15
17672,10023,2,0
17673,10024,2,25
17674,10027,4,0
17675,10028,2,6
17676,10033,1,0
17677,11211,1,0
17678,11221,1,17
17679,10003,1,0
17680,10003,2,5
17681,11204,2,8
17682,11211,3,2
17683,11215,2,2
17684,11222,1,0
17685,11225,2,1
17686,11226,1,1
17687,11237,1,3
17688,10001,1,0
17689,10002,1,0
17690,10014,2,0
17691,10023,4,3
17692,10025,4,0
17693,10026,2,6
17694,10301,2,4
17695,11211,1,7
17696,11237,1,1
17697,11249,1,9
17698,11237,1,0
17699,10011,1,1
17700,10036,1,18
17701,11216,1,31
17702,11237,2,1
17703,11231,3,3
17704,10002,2,0
17705,10003,3,0
17706,10011,2,0
17707,10011,1,22
17708,10011,1,0
17709,10011,1,43
17710,10012,3,16
17711,10012,2,2
17712,10014,2,1
17713,10016,3,0
17714,10019,1,3
17715,10019,1,1
17716,10023,1,12
17717,10024,1,7
17718,10040,3,3
17719,10128,1,17
17720,11104,1,1
17721,11205,1,0
17722,11206,1,18
17723,11215,1,6
17724,11221,1,0
17725,11221,1,51
17726,11231,1,0
17727,11206,1,28
17728,10025,1,0
17729,10033,1,0
17730,11218,2,0
17731,11232,3,24
17732,11233,3,0
17733,10003,4,0
17734,10006,1,0
17735,10011,1,0
17736,10011,1,0
17737,10014,3,0
17738,10016,3,0
17739,10019,3,0
17740,10019,10,13
17741,10022,1,0
17742,10028,1,0
17743,10128,1,0
17744,10128,1,2
17745,10036,1,0
17746,11103,1,0
17747,11206,1,0
17748,11211,1,3
17749,11237,1,5
17750,11249,1,1
17751,10002,1,3
17752,10003,1,0
17753,11102,1,11
17754,10458,1,1
17755,11225,1,3
17756,10001,2,0
17757,10001,2,0
17758,10004,1,0
17759,10007,5,0
17760,10009,1,22
17761,10014,1,0
17762,10014,1,8
17763,10016,1,5
17764,10016,1,0
17765,10022,4,0
17766,10025,2,49
17767,10036,1,2
17768,10128,3,0
17769,11104,1,3
17770,11104,2,3
17771,11211,1,2
17772,11218,1,4
17773,11221,1,0
17774,10011,1,0
17775,10040,1,0
17776,11211,2,31
17777,11211,1,0
17778,11220,1,43
17779,11222,1,9
17780,11232,1,4
17781,10001,3,0
17782,10002,1,0
17783,10002,1,8
17784,10005,3,0
17785,10009,1,30
17786,10009,2,0
17787,10010,1,25
17788,10011,2,0
17789,10016,1,0
17790,10016,1,14
17791,10022,2,0
17792,10024,2,1
17793,10027,3,6
17794,10027,2,10
17795,10036,2,0
17796,10128,1,4
17797,11211,1,18
